ZIP Code,Total Population,Poverty Count,Median Household Income,SNAP Households,White Population,Black Population,American Indian Population,Asian Population,Pacific Islander Population,Other Race Population,Two or More Races Population,High School Graduate,Bachelor's Degree,Master's Degree,Doctorate Degree
43545,14388,1193,78165.0,414,12814,90,33,7,48,831,565,3923,1279,389,35
43547,616,116,,0,616,0,0,0,0,0,0,247,0,0,0
43548,868,31,91071.0,9,750,39,0,0,0,37,42,231,73,43,7
43549,1374,141,84375.0,24,1310,2,0,0,0,0,62,316,237,32,0
43551,43568,2062,91460.0,974,37681,721,105,1695,27,378,2961,5030,8396,4381,709
43553,430,7,96705.0,0,360,0,0,16,0,23,31,133,44,12,0
43554,2035,230,56708.0,136,1955,24,0,11,0,7,38,600,123,32,0
43555,227,35,,0,227,0,0,0,0,0,0,166,15,14,0
43556,1746,136,67500.0,48,1597,0,45,0,0,20,84,379,80,68,0
43557,3219,118,80163.0,79,2693,169,104,8,0,47,198,819,190,83,73
43558,12961,878,74612.0,402,11840,91,12,112,0,240,666,3309,1250,439,94
43560,32950,1693,104865.0,449,28972,1006,0,1418,7,106,1441,4096,6353,3846,800
43565,314,36,59083.0,10,266,0,3,4,0,0,41,91,13,8,0
43566,8350,270,108497.0,78,7461,75,8,81,0,81,644,1254,1613,842,116
43567,12879,769,74404.0,379,11469,40,9,138,0,591,632,3553,1079,472,8
43569,2804,195,64783.0,104,2488,22,18,0,24,49,203,672,379,79,9
43570,2819,417,61424.0,172,2463,0,0,13,0,120,223,867,187,44,0
43571,7166,609,99435.0,198,6864,25,133,20,7,0,117,1230,1235,675,61
43604,9708,5187,18980.0,2595,3469,5026,43,72,0,178,920,1978,612,305,39
43605,24432,8932,36389.0,3590,14924,3465,73,173,0,2493,3304,4620,924,423,1
43606,24630,3371,60308.0,1345,14943,7075,13,651,0,311,1637,2732,3541,1828,520
43607,19969,6175,37442.0,2043,6201,11887,28,518,1,142,1192,3530,1619,631,148
43608,14158,6208,28535.0,2196,3676,8188,6,240,0,771,1277,2602,551,305,24
43609,20495,6059,42510.0,2377,10728,6122,34,155,96,1422,1938,4143,1167,337,33
43610,4057,1332,38369.0,715,1192,2619,0,0,0,82,164,693,327,221,0
43611,18863,3521,58135.0,1470,14886,2095,22,3,0,666,1191,4475,1568,518,32
43612,28231,5443,50484.0,2345,18253,6559,38,89,0,601,2691,5592,1720,567,43
43613,30597,4659,63425.0,1889,22293,4607,18,235,0,481,2963,5873,3205,1447,94
43614,29396,4567,57253.0,1773,20561,6278,22,501,12,789,1233,5100,4695,1677,195
43615,40813,5867,58466.0,2888,25881,10687,80,1219,11,666,2269,7111,4581,2210,501
43616,20420,1380,82105.0,737,17890,206,133,375,9,532,1275,4994,2446,888,93
43617,8586,371,131935.0,148,7883,296,1,116,0,56,234,595,1574,896,128
43619,7151,924,75883.0,296,6319,25,0,104,0,290,413,1285,774,677,0
43620,5039,1988,21405.0,914,1940,2626,9,41,0,55,368,744,570,285,6
43623,20360,2593,65908.0,861,17173,1087,34,508,0,176,1382,3652,2894,1179,286
43701,55674,9653,54900.0,5077,49110,2463,38,429,10,284,3340,15269,4431,2003,94
43711,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
43713,6511,996,61206.0,433,5959,42,0,33,16,105,356,1965,632,222,15
43716,1970,269,54314.0,140,1841,0,0,0,0,1,128,839,61,28,0
43717,166,17,55521.0,14,164,2,0,0,0,0,0,41,14,0,0
43718,2810,75,74719.0,25,2788,2,0,0,0,0,20,815,245,70,2
43719,2471,460,49700.0,118,2436,18,0,0,0,0,17,699,206,133,27
43720,1105,163,54141.0,60,1080,0,0,0,0,13,12,424,40,9,0
43721,316,68,73665.0,115,316,0,0,0,0,0,0,116,0,0,0
43722,657,103,49674.0,0,657,0,0,0,0,0,0,166,0,0,0
43723,4490,693,48656.0,537,4309,8,1,31,0,0,141,1251,219,181,0
43724,9007,662,54005.0,214,8111,570,8,4,0,181,133,2985,674,291,15
43725,19728,3792,51612.0,1791,18148,578,12,146,0,115,729,5005,1529,612,57
43727,1176,111,55852.0,70,1176,0,0,0,0,0,0,465,56,96,0
43728,1175,170,53304.0,101,720,171,10,0,0,28,246,339,43,4,25
43730,2718,440,65714.0,153,2600,9,0,3,0,3,103,830,79,43,3
43731,4982,936,55417.0,328,4759,0,6,0,0,10,207,1506,331,61,0
43732,1837,149,58214.0,72,1679,17,0,0,0,91,50,326,106,20,0
43733,69,0,,0,69,0,0,0,0,0,0,69,0,0,0
43734,1824,119,97466.0,26,1811,0,0,0,0,0,13,299,370,218,0
43735,497,76,100792.0,20,497,0,0,0,0,0,0,55,69,0,0
43736,23,6,77500.0,3,23,0,0,0,0,0,0,2,0,0,0
43738,130,14,80781.0,13,120,7,0,0,0,0,3,40,0,0,0
43739,2743,46,100189.0,110,2567,15,0,0,0,0,161,925,227,74,0
43740,264,38,67500.0,8,264,0,0,0,0,0,0,88,16,2,0
43746,1128,148,59405.0,85,1083,0,0,0,0,45,0,230,24,67,0
43747,1457,71,70625.0,68,1457,0,0,0,0,0,0,325,14,35,15
43748,2955,550,72552.0,139,2854,0,0,21,0,3,77,755,140,57,4
43749,2177,170,57530.0,58,2177,0,0,0,0,0,0,775,246,30,0
43750,144,36,,0,134,0,0,0,0,0,10,32,0,0,0
43754,1597,138,74213.0,65,1596,1,0,0,0,0,0,452,83,31,11
43755,1561,121,61492.0,56,1520,0,0,0,0,11,30,349,159,51,0
43756,5747,716,62238.0,410,5328,68,4,23,0,69,255,1497,658,189,0
43758,2900,458,56477.0,168,2756,100,0,0,0,0,44,711,157,96,0
43759,224,25,48750.0,6,224,0,0,0,0,0,0,64,26,0,0
43760,1564,81,71655.0,67,1507,0,15,0,0,0,42,468,90,52,0
43761,43,0,,0,43,0,0,0,0,0,0,26,0,0,0
43762,5098,446,78854.0,99,4778,129,0,10,0,28,153,767,682,404,95
43764,7971,1499,54388.0,709,7756,8,0,14,0,0,193,2360,506,165,0
43766,1253,168,59306.0,123,1182,37,0,3,0,0,31,398,61,17,10
43767,1233,44,69942.0,55,1191,0,0,0,0,41,1,246,197,35,0
43768,256,31,94167.0,13,186,17,0,8,0,0,45,94,29,9,0
43771,2225,442,52510.0,180,2177,0,0,0,0,0,48,811,54,23,0
43772,1628,148,62909.0,51,1601,2,3,4,0,0,18,517,126,35,3
43773,2798,384,53188.0,60,2746,0,0,0,0,0,52,744,88,80,2
43777,4435,705,52886.0,343,4391,0,0,0,0,10,34,1643,122,70,7
43778,1595,77,74231.0,35,1524,0,0,0,0,0,71,355,99,34,0
43779,783,46,64500.0,6,778,0,0,0,0,0,5,387,79,11,0
43780,2187,161,64091.0,94,2167,0,0,0,0,0,20,588,174,138,6
43782,392,65,52750.0,30,392,0,0,0,0,0,0,167,20,14,0
43783,5031,665,64261.0,335,4834,26,0,0,0,7,164,1180,546,125,0
43786,75,19,44861.0,10,72,0,0,0,0,0,3,31,9,0,0
43787,2681,538,49375.0,175,2490,125,0,0,0,0,66,697,100,20,0
43788,615,113,29681.0,28,615,0,0,0,0,0,0,221,28,40,0
43791,38,11,,11,38,0,0,0,0,0,0,11,0,0,0
43793,4879,995,51193.0,402,4564,16,5,70,0,0,224,1618,188,107,9
43802,1402,266,62917.0,102,1253,0,0,0,0,63,86,517,95,59,0
43804,3503,36,72284.0,27,3396,0,5,0,0,6,96,595,96,20,0
43805,294,0,,48,294,0,0,0,0,0,0,37,125,11,0
43811,491,32,36667.0,33,483,0,2,0,0,0,6,212,41,5,0
43812,18716,4175,51930.0,1785,17505,169,34,29,0,59,920,4939,1536,720,43
43821,4282,302,70781.0,209,4037,77,0,21,0,12,135,1142,379,133,7
43822,4520,761,60423.0,290,4351,23,0,1,0,15,130,1639,355,41,0
43824,4189,444,57039.0,84,4139,34,0,0,0,0,16,782,215,66,9
43830,6502,642,112684.0,202,6261,33,16,0,0,69,123,1125,841,615,14
43832,7088,1729,50941.0,647,6704,8,0,5,0,0,371,1954,390,155,19
43836,85,4,52250.0,1,73,0,0,0,0,3,9,36,2,3,0
43837,1819,559,54911.0,62,1638,22,0,0,0,10,149,556,68,36,0
43840,1666,71,65500.0,11,1658,0,0,8,0,0,0,411,37,12,0
43842,212,78,71061.0,0,212,0,0,0,0,0,0,83,17,53,0
43843,577,0,45250.0,11,577,0,0,0,0,0,0,173,0,11,38
43844,3802,430,59991.0,153,3573,19,0,126,0,40,44,1198,395,246,4
43845,4780,1090,53864.0,448,4627,35,4,0,0,11,103,1136,389,70,27
43901,2159,179,60702.0,95,2087,11,0,0,3,3,55,753,176,34,0
43902,114,0,,20,114,0,0,0,0,0,0,50,0,0,0
43903,2241,214,64659.0,160,2133,0,0,0,0,0,108,748,128,109,0
43905,645,46,78893.0,37,645,0,0,0,0,0,0,189,94,50,0
43906,7888,1773,41635.0,781,7124,312,12,34,0,15,391,2421,434,169,0
43907,4814,805,45781.0,349,4275,381,19,0,0,0,139,1728,257,106,0
43908,1065,185,59107.0,75,1049,0,0,0,0,1,15,330,64,3,0
43909,38,0,,7,13,25,0,0,0,0,0,0,0,25,0
43910,3195,447,66961.0,124,3015,16,0,59,0,0,105,1002,342,128,0
43912,5852,897,51753.0,416,5216,254,27,0,0,29,326,1828,614,170,79
43913,1065,178,49100.0,85,1022,0,0,0,0,0,43,308,49,23,35
43914,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
43915,1305,123,78333.0,19,1288,0,0,0,0,0,17,508,99,10,2
43917,2647,296,60750.0,221,2628,11,0,0,0,0,8,820,191,158,68
43920,21124,3794,50820.0,1885,19022,642,2,18,0,138,1302,6289,1375,508,86
43925,65,16,,0,65,0,0,0,0,0,0,16,15,0,0
43926,270,57,55625.0,21,260,1,0,0,0,0,9,94,0,6,0
43928,114,0,118317.0,0,114,0,0,0,0,0,0,55,0,0,0
43930,1090,153,55735.0,61,1090,0,0,0,0,0,0,338,30,34,0
43931,132,24,58750.0,33,132,0,0,0,0,0,0,77,21,27,0
43932,1147,300,50926.0,35,1071,0,0,0,0,5,71,342,40,19,0
43933,2076,116,57019.0,65,2044,0,6,0,0,0,26,883,98,74,0
43934,72,7,77813.0,0,72,0,0,0,0,0,0,27,8,0,0
43935,7918,1808,50109.0,697,6691,369,7,208,12,29,602,2202,490,209,17
43938,5448,1420,57453.0,311,5158,25,1,0,0,9,255,1719,438,19,21
43939,313,82,38500.0,14,301,3,0,0,0,0,9,121,16,13,2
43940,378,15,,37,378,0,0,0,0,0,0,162,7,0,0
43942,2087,348,61771.0,152,2059,0,0,10,0,0,18,755,113,55,0
43943,3288,616,49569.0,271,3181,3,0,0,0,57,47,998,215,115,0
43944,2562,148,69186.0,34,2476,36,8,13,0,0,29,818,167,67,0
43945,2620,463,62946.0,180,2353,208,0,0,0,10,49,960,196,45,0
43946,1501,227,61123.0,99,1453,0,0,0,0,0,48,601,128,42,0
43947,4894,396,57258.0,183,4712,0,0,15,0,0,167,1563,538,375,11
43948,638,65,76080.0,8,632,6,0,0,0,0,0,285,30,5,0
43950,16422,951,73135.0,363,14450,1000,10,70,0,199,693,4596,1902,972,140
43951,37,6,,0,37,0,0,0,0,0,0,0,0,0,0
43952,17775,3899,46591.0,1577,13946,2325,23,146,0,307,1028,3739,1757,858,172
43953,11857,1351,73648.0,447,10537,792,0,95,0,47,386,2834,1619,894,65
43961,230,63,36250.0,11,224,5,0,0,0,0,1,62,19,4,0
43962,63,13,61875.0,2,63,0,0,0,0,0,0,36,3,0,0
43963,1191,108,55795.0,46,1158,3,0,0,0,0,30,339,152,58,5
43964,9061,1039,53321.0,778,8600,121,0,47,0,50,243,2710,859,266,68
43967,187,24,109653.0,0,153,0,0,0,0,0,34,49,0,18,0
43968,6445,1279,62172.0,728,5787,365,0,0,0,124,169,1837,243,293,10
43971,1015,159,50913.0,89,905,14,0,5,0,0,91,369,35,22,0
43972,104,22,29009.0,4,104,0,0,0,0,0,0,94,5,0,0
43973,2341,424,70833.0,112,2324,0,0,0,0,12,5,632,110,22,0
43974,109,10,71042.0,3,109,0,0,0,0,0,0,30,7,1,0
43976,1432,220,46875.0,105,1382,21,0,0,0,15,14,676,64,21,0
43977,2576,314,59483.0,142,2434,13,0,11,0,27,91,901,168,41,0
43981,171,26,56250.0,25,171,0,0,0,0,0,0,65,18,0,0
43983,651,379,,25,651,0,0,0,0,0,0,67,48,17,0
43985,237,97,,28,235,0,0,0,0,0,2,77,0,0,0
43986,1657,313,75750.0,56,1604,0,0,0,0,12,41,521,144,42,0
43988,2364,274,62589.0,135,2311,0,0,0,0,0,53,687,173,34,53
44001,21123,1040,91050.0,350,19121,258,15,348,0,129,1252,4147,2932,1405,87
44003,4379,926,53690.0,254,4320,5,2,0,0,0,52,1197,82,39,2
44004,31076,7121,49507.0,3271,25912,1830,3,207,0,864,2260,8433,2031,1079,108
44010,1424,88,79375.0,19,1366,14,0,0,0,0,44,287,201,59,13
44011,25082,942,126618.0,168,21960,935,42,736,17,286,1106,2482,5979,2914,285
44012,25456,978,110174.0,405,23287,265,43,583,0,339,939,2799,5528,3221,351
44017,18378,1526,72044.0,336,14680,1610,38,322,45,293,1390,2713,2473,1605,124
44021,5739,381,79359.0,101,5629,36,0,0,0,27,47,1427,615,229,24
44022,16559,934,152213.0,181,14865,668,0,351,0,145,530,951,4338,2380,625
44023,18905,659,130452.0,95,17570,331,0,234,0,40,730,2241,4445,2072,572
44024,24376,1525,104808.0,508,22635,165,0,26,0,305,1245,4925,3659,1920,203
44026,10722,807,106740.0,169,9839,17,0,143,0,24,699,1764,2240,795,143
44028,9313,826,86991.0,127,8729,12,6,90,0,45,431,2174,1415,638,90
44030,16317,2665,57264.0,1248,14545,1039,6,90,6,20,611,4128,1398,577,22
44032,2254,556,54613.0,76,2254,0,0,0,0,0,0,559,18,17,0
44035,62024,9870,54362.0,4016,45974,7169,91,881,0,681,7228,12743,4733,2189,247
44039,36235,1740,94128.0,694,32210,869,17,392,12,681,2054,5970,6021,2202,282
44040,3032,204,166579.0,10,2786,70,0,93,0,33,50,242,626,362,145
44041,13992,2150,58438.0,1027,12467,525,11,15,0,128,846,3701,1335,449,21
44044,14422,661,86582.0,175,11738,1325,26,0,0,145,1188,3326,1388,431,38
44045,564,45,76905.0,25,519,40,0,0,0,0,5,143,57,25,13
44046,1670,121,73372.0,18,1550,89,5,4,0,0,22,432,105,44,0
44047,8379,1082,59720.0,502,7850,25,6,0,34,72,392,2420,859,153,16
44048,2336,201,63712.0,133,2128,11,4,18,0,0,175,957,192,98,35
44049,230,17,58750.0,7,205,0,0,0,0,0,25,60,19,5,6
44050,7204,229,100625.0,116,6595,9,0,11,0,48,541,1659,780,450,67
44052,28067,8418,42298.0,3142,15758,6110,70,275,0,1388,4466,5593,1710,438,48
44053,21257,3795,65332.0,1311,14994,2547,108,51,0,646,2911,4009,1912,883,45
44054,12733,1191,73151.0,283,11472,192,9,129,0,162,769,2983,1670,697,13
44055,19870,6319,36603.0,2777,10245,2797,165,160,12,1718,4773,4839,820,305,148
44056,12142,551,108059.0,256,9396,1410,5,801,0,31,499,1790,2460,958,67
44057,19491,1721,70212.0,607,18344,94,6,61,0,9,977,5120,1363,602,130
44060,60257,3290,85881.0,1122,54088,1443,55,1532,28,466,2645,11433,10017,4619,359
44062,16335,2015,75681.0,302,15951,77,22,10,0,38,237,2020,876,182,32
44064,1270,90,71592.0,19,1171,21,5,14,0,0,59,281,141,56,39
44065,3987,249,87557.0,95,3799,42,4,0,0,0,142,876,713,222,12
44067,19917,1198,89082.0,215,17131,1154,57,660,0,146,769,4499,3838,1610,286
44068,132,21,56875.0,0,120,12,0,0,0,0,0,67,0,7,0
44070,32031,3211,85435.0,794,28234,711,7,852,24,433,1770,5741,5064,1981,194
44072,5028,176,99671.0,65,4427,58,0,23,0,81,439,961,1134,390,18
44074,11684,1203,73697.0,276,8946,1064,19,331,0,82,1242,1495,1144,1090,356
44076,4878,773,53512.0,241,4662,64,12,0,0,24,116,1008,227,78,0
44077,57947,7068,80692.0,2791,47821,3126,147,640,36,2174,4003,11233,7619,3376,473
44080,73,0,,0,73,0,0,0,0,0,0,0,19,18,0
44081,6945,278,93929.0,198,6294,12,0,47,0,126,466,1423,960,400,24
44082,1544,258,43917.0,144,1506,0,0,0,0,0,38,412,14,14,0
44084,3965,485,72390.0,140,3574,104,0,11,0,47,229,755,461,132,0
44085,3400,368,65750.0,78,3273,67,2,0,0,0,58,614,234,136,0
44086,2405,102,83370.0,17,2314,0,0,0,6,0,85,664,198,113,3
44087,21930,995,95810.0,442,14173,4564,28,1938,10,284,933,3262,4546,2247,230
44089,15873,813,72045.0,376,15100,53,10,144,0,48,518,3277,2391,851,105
44090,10341,1071,78318.0,306,9977,21,33,50,0,6,254,2222,950,649,21
44092,17476,1405,67907.0,474,13820,2143,55,327,2,347,782,3788,2390,856,88
44093,1180,148,76607.0,51,1151,12,0,17,0,0,0,307,75,57,0
44094,36689,2789,76125.0,1317,31903,2634,13,616,0,216,1307,7076,7062,2951,367
44095,32508,2103,69778.0,1047,28645,1847,26,91,21,207,1671,7974,4213,1175,143
44099,2361,241,91094.0,25,2361,0,0,0,0,0,0,178,160,89,36
44101,621,0,,0,379,120,0,35,0,3,84,101,6,0,0
44102,40178,13058,40303.0,6524,22018,7522,656,586,9,3171,6216,6519,4186,1995,397
44103,13776,5554,24219.0,2952,2096,10064,28,322,0,255,1011,2931,714,381,53
44104,19716,9746,24009.0,4245,702,18285,44,153,0,262,270,3757,771,410,75
44105,33358,8881,38294.0,5039,7150,22245,66,180,0,1023,2694,7717,1781,693,32
44106,24704,5698,42869.0,2699,9900,10118,31,2737,0,603,1315,2772,2672,2107,789
44107,50384,5393,65778.0,2449,43032,3184,16,1196,0,282,2674,6373,13353,5447,723
44108,20579,7052,32530.0,3676,1416,18204,0,55,0,49,855,4518,1293,604,139
44109,38098,8838,43130.0,4752,21093,6837,142,247,0,4536,5243,7713,2726,1243,118
44110,17979,5931,30973.0,3998,2692,13499,17,65,0,59,1647,4184,1147,445,31
44111,39950,8388,54790.0,3749,25610,6265,217,687,14,2353,4804,6779,4438,1694,274
44112,18493,6554,28957.0,3433,1348,16465,47,92,5,182,354,3804,1047,774,116
44113,19619,4267,70140.0,1777,13489,2840,133,588,19,903,1647,2091,4371,2346,371
44114,7472,3183,45400.0,694,3157,2107,53,1830,0,108,217,758,1111,549,115
44115,10389,5396,21293.0,2216,2721,5624,5,496,0,650,893,1285,944,354,222
44116,21527,1074,93532.0,595,19712,441,30,491,0,60,793,2412,5433,3239,342
44117,9350,1531,41818.0,1552,2154,6653,40,21,0,125,357,1830,876,425,34
44118,40389,6113,76328.0,2258,23369,13561,57,1259,0,454,1689,2746,7135,5356,1132
44119,13495,2721,48268.0,1365,5187,7878,0,74,0,56,300,3399,1036,664,68
44120,34274,8325,46326.0,3568,7482,23410,16,740,0,666,1960,4961,4821,2652,946
44121,32668,3018,75621.0,1490,11790,18299,13,727,32,369,1438,3678,5279,2880,531
44122,36960,2438,97469.0,883,21236,10830,3,2253,0,514,2124,3398,6581,5497,1635
44123,18391,2889,54979.0,1644,5264,11903,14,110,0,76,1024,3243,1775,844,74
44124,40046,2374,78895.0,1238,28471,5875,22,2411,16,394,2857,5930,7904,4887,696
44125,29366,5609,55524.0,2658,12247,13817,33,39,0,1045,2185,6883,2020,1165,86
44126,17012,1607,77944.0,464,14875,470,15,381,0,221,1050,2410,3570,1583,266
44127,4399,1784,32955.0,913,1414,2284,9,0,19,94,579,776,230,50,2
44128,27611,7024,44615.0,2362,982,25727,4,23,0,229,646,5464,2442,833,76
44129,28607,2722,67619.0,1524,22266,1989,37,671,0,1242,2402,6794,3582,1012,75
44130,49778,5458,68099.0,1991,39593,4288,229,2083,44,604,2937,10422,7187,2760,252
44131,20619,750,98838.0,266,18697,258,0,671,0,157,836,4151,3858,1747,264
44132,13985,2761,46014.0,1204,4172,9014,0,89,0,257,453,2626,1670,413,53
44133,31045,1611,81803.0,466,27241,365,171,1445,0,184,1639,6128,5606,2720,189
44134,38231,3523,67116.0,1877,33034,1191,2,1098,20,430,2456,8917,4779,2072,169
44135,27591,7162,48930.0,2900,16060,4416,124,1136,0,1651,4204,5890,2096,1089,52
44136,25068,1520,93713.0,624,20492,793,22,2756,9,151,845,3495,5596,2455,246
44137,23385,6117,52990.0,2241,4748,17322,0,140,0,240,935,4627,1478,736,92
44138,23129,1272,93877.0,485,20152,695,0,414,0,543,1325,3787,4062,2352,471
44139,24754,1054,134924.0,324,16197,3096,42,3435,20,244,1720,2362,5309,3475,775
44140,15992,662,122083.0,110,14825,123,37,136,0,191,680,1106,4364,2042,215
44141,13954,403,127347.0,105,12083,178,5,738,0,0,950,1668,3117,1739,280
44142,18359,1644,67178.0,910,15658,1072,52,381,1,219,976,5152,1525,502,24
44143,24337,1672,75853.0,1229,13697,8490,27,768,0,179,1176,3865,4423,2501,365
44144,21266,3001,59775.0,1756,13392,2072,112,1238,95,2163,2194,4941,2137,701,23
44145,34036,1677,110101.0,385,29261,685,9,2307,0,172,1602,3349,7921,3968,420
44146,29474,3833,53049.0,2078,9927,17372,7,20,0,272,1876,7312,3297,1404,142
44147,19768,703,99431.0,278,17150,763,0,968,0,86,801,2135,4573,2336,176
44149,21042,822,114107.0,223,19231,278,0,726,0,152,655,3140,4724,2256,410
44201,6928,240,77264.0,119,6644,25,8,15,0,66,170,1988,618,154,66
44202,22857,869,116556.0,89,20014,768,0,1015,0,84,976,2795,5303,3346,320
44203,38705,5089,59124.0,2438,33485,2542,1,380,11,237,2049,10146,4224,1394,95
44212,45817,2964,87776.0,1534,41350,574,13,651,15,354,2860,9029,6478,2503,165
44214,2362,285,87381.0,39,2284,10,0,0,0,21,47,811,165,49,0
44215,2574,302,79352.0,91,2380,0,0,6,0,0,188,423,325,40,38
44216,9461,515,96321.0,154,8753,2,0,220,0,126,360,2064,1171,546,62
44217,3633,213,64800.0,147,3501,0,0,0,0,35,97,1011,349,172,13
44221,29342,3065,61893.0,1630,23984,1581,0,2120,0,148,1509,6351,4781,1515,111
44223,18373,1387,89046.0,501,16489,687,20,256,0,220,701,2883,4233,1761,332
44224,38512,2702,91096.0,891,32979,1863,11,1103,0,390,2166,5474,8517,3410,518
44230,8225,425,74429.0,161,7303,61,0,478,0,18,365,1974,1096,478,83
44231,8702,547,85455.0,186,8268,2,0,42,0,72,318,2111,803,296,10
44232,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
44233,8073,321,138268.0,31,7524,4,61,64,0,0,420,1046,1273,813,14
44234,4078,225,73519.0,97,3523,304,13,16,9,30,183,716,530,211,87
44235,1369,24,74067.0,0,1325,27,0,0,0,0,17,234,324,44,0
44236,26114,847,168973.0,111,23162,923,9,876,0,158,986,1615,7066,4014,970
44240,37889,7638,57415.0,1756,31695,2217,57,1381,13,384,2142,5681,5422,3863,689
44241,18355,1226,81392.0,824,14644,1825,0,498,0,439,949,4663,2422,1008,25
44243,5010,0,,0,4250,552,0,64,5,19,120,0,0,13,0
44250,1604,115,54094.0,126,1527,1,0,0,0,0,76,596,31,39,12
44251,997,54,119531.0,31,914,0,0,0,0,2,81,184,213,100,13
44253,3781,387,87188.0,96,3748,0,0,0,0,1,32,1004,388,214,14
44254,4857,619,64511.0,182,4527,16,20,88,0,124,82,1413,287,52,13
44255,7043,944,74221.0,375,6377,42,31,0,0,7,586,1899,892,306,12
44256,64606,3939,100345.0,1681,59236,1269,26,641,0,294,3140,10493,12644,5319,716
44260,12733,486,75261.0,377,11998,17,0,0,0,63,655,3284,1576,675,77
44262,5019,199,75089.0,84,4596,116,0,112,0,0,195,1220,852,423,77
44264,3599,102,118277.0,47,2959,22,0,523,0,0,95,557,726,370,45
44266,32301,4337,61211.0,2524,28442,1965,19,140,0,303,1432,8911,2946,1557,248
44270,8138,886,66016.0,336,7733,5,14,62,0,159,165,2185,776,237,9
44272,6064,339,81468.0,46,5702,16,0,24,0,150,172,1570,860,271,28
44273,7124,254,93328.0,83,6922,0,0,0,0,142,60,1635,1038,243,39
44274,95,5,,0,93,0,0,0,0,0,2,2,14,0,0
44275,3190,115,102083.0,86,2892,96,3,0,0,7,192,1091,226,89,9
44276,1725,247,75000.0,61,1638,0,0,0,0,50,37,502,147,83,0
44278,18602,929,91670.0,483,16002,768,0,1273,0,25,534,3904,2928,1362,258
44280,5372,207,111042.0,44,5190,30,0,0,0,0,152,1050,890,480,86
44281,34073,1996,88128.0,872,32511,352,44,353,0,13,800,5741,6600,2840,279
44285,97,28,68750.0,5,97,0,0,0,0,0,0,40,17,0,0
44286,6151,222,115227.0,17,5452,143,1,133,0,0,422,1080,1341,743,62
44287,7892,760,71146.0,353,7665,0,5,0,0,67,155,2049,744,283,21
44288,3555,635,65147.0,251,3151,106,0,0,0,10,288,1042,221,58,8
44301,14081,2927,52134.0,1517,7835,4243,32,240,0,140,1591,2836,1442,355,16
44302,5302,1273,45323.0,743,2708,1801,0,219,0,151,423,1074,613,263,164
44303,7721,1070,72045.0,366,5779,1358,3,195,0,56,330,1022,1818,946,162
44304,3669,1130,35946.0,249,2117,997,1,309,0,20,225,331,261,209,93
44305,20570,3838,55909.0,2283,12867,4196,17,938,0,54,2498,4354,1928,469,5
44306,20986,6177,41105.0,3476,10394,7937,18,481,31,472,1653,5210,867,272,0
44307,6336,2477,28802.0,1226,1075,4819,0,12,0,119,311,1247,311,106,0
44308,1261,548,15473.0,121,683,335,0,46,0,0,197,127,86,43,5
44310,24420,7395,38912.0,3119,10433,6124,30,4879,0,693,2261,4830,1509,493,79
44311,7580,3159,23857.0,1202,4055,2697,39,249,0,51,489,980,255,66,9
44312,30739,3502,64542.0,1517,28172,959,39,117,0,62,1390,8542,3138,1034,65
44313,27680,2754,76404.0,1143,18625,6174,59,424,0,116,2282,3805,6635,2602,378
44314,17292,3491,47358.0,1768,11946,2738,40,437,0,138,1993,4405,1020,340,112
44319,21469,1619,74781.0,983,19777,403,11,359,0,62,857,4762,3055,1611,78
44320,18134,4345,40013.0,3027,4917,11583,168,118,0,61,1287,3763,1499,563,129
44321,15743,854,119282.0,77,11680,1347,27,1131,0,112,1446,1866,3742,1889,483
44325,853,0,,0,631,120,0,42,0,0,60,0,0,0,0
44333,19884,776,119313.0,291,16814,1293,36,594,18,219,910,2059,5689,2215,490
44401,2565,330,67094.0,47,2480,0,0,0,0,6,79,721,290,89,8
44402,2588,252,74023.0,83,2493,0,6,0,0,0,89,653,295,47,6
44403,3766,325,62312.0,109,3668,4,0,28,0,24,42,1390,295,182,15
44404,1712,354,47058.0,55,1660,18,0,0,0,0,34,443,121,67,2
44405,7834,2371,41156.0,895,4345,1575,50,0,0,692,1172,1903,643,291,0
44406,22297,733,99542.0,382,20172,286,8,751,0,66,1014,3323,4220,2580,65
44408,10924,888,71205.0,440,10190,14,11,268,0,307,134,2435,1427,986,88
44410,16467,1687,63158.0,652,15598,146,16,0,112,7,588,4485,2034,1337,54
44411,2121,358,75694.0,166,1962,0,16,0,0,0,143,483,102,74,0
44412,3073,155,102083.0,71,2826,1,0,18,0,27,201,1039,328,85,10
44413,7329,589,51071.0,263,6866,2,0,0,0,87,374,2282,345,66,10
44415,394,0,,0,316,71,0,7,0,0,0,79,16,7,9
44417,1423,120,56964.0,36,1389,0,0,0,0,0,34,602,79,60,9
44418,1198,69,135600.0,28,1155,0,0,11,0,0,32,283,257,31,0
44420,15066,2982,52542.0,908,13732,437,18,0,0,24,855,3900,1348,747,28
44423,2515,123,81146.0,58,2459,0,0,2,0,0,54,791,351,29,0
44424,84,0,91250.0,0,84,0,0,0,0,0,0,63,5,6,0
44425,13329,1289,62287.0,419,12486,344,13,120,0,91,275,4210,1824,750,29
44427,1484,178,,223,1464,0,0,0,0,0,20,535,99,0,0
